0;0,000007
10;0,000084
20;0,000221
30;0,000428
40;0,000599
50;0,001256
60;0,003490
70;0,004417
80;0,003327
90;0,004210
100;0,005021
110;0,005960
120;0,006885
130;0,008007
140;0,009687
150;0,010462
160;0,011488
170;0,013182
180;0,014716
190;0,011359
200;0,010420
210;0,011450
220;0,012721
230;0,013551
240;0,015339
250;0,017553
260;0,025638
270;0,018958
280;0,020247
290;0,021868
300;0,022590
310;0,024450
320;0,025300
330;0,027834
340;0,029168
350;0,033212
360;0,032602
370;0,035174
380;0,036170
390;0,038801
400;0,040568
410;0,043452
420;0,046137
430;0,047013
440;0,049737
450;0,052355
460;0,076852
470;0,070373
480;0,058919
490;0,061481
500;0,064542
510;0,067843
520;0,069659
530;0,120333
540;0,074777
550;0,077289
560;0,080304
570;0,084091
580;0,086435
590;0,090630
600;0,093184
610;0,096095
620;0,097599
630;0,102522
640;0,105415
650;0,142119
660;0,112973
670;0,114547
680;0,121330
690;0,122226
700;0,126278
710;0,129749
720;0,135250
730;0,136918
740;0,146565
750;0,145477
760;0,151211
770;0,156177
780;0,158893
790;0,162489
800;0,165536
810;0,193289
820;0,176065
830;0,179958
840;0,206766
850;0,192620
860;0,194435
870;0,195376
880;0,199294
890;0,205562
900;0,208703
910;0,215313
920;0,218653
930;0,226319
940;0,229252
950;0,252316
960;0,238185
970;0,245431
980;0,250239
990;0,276806
